"","individual_article","targeted_words","frequencey","total_counts"
"25","..data.articles.Climate.change.impact.on.future.wildfire.danger.and.activity.in.southern.Europe_.a.review.pdf","human",15,5731
"26","..data.articles.Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","human",47,5731
"27","..data.articles.Climate.change..extreme.weather.events.pdf","human",12,5731
"28","..data.articles.CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","human",77,5731
"29","..data.articles.Climate.Extremes.and.Compound.Hazards.in.a.Warming.World.pdf","human",49,5731
"30","..data.articles.Climate.influences.on.future.fire.severity_.a.synthesis.of.climate.fire.interactions.and.impacts.on.fire.regimes..high.severity.fire..and.forests.in.the.western.United.States.pdf","human",6,5731
"31","..data.articles.Climate..Environment..and.Disturbance.History.Govern.Resilience.of.Western.North.American.Forests.pdf","human",29,5731
"32","..data.articles.Coexisting.with.wildfire_.Achievements.and.challenges.for.a.radical.social.ecological.transformation.in.Catalonia..Spain..pdf","human",9,5731
"33","..data.articles.Comparison.of.Wildfire.Meteorology.and.Climate.at.the.Adriatic.Coast.and.Southeast.Australia.pdf","human",14,5731
"34","..data.articles.Consequences.of.climate.change.pdf","human",5,5731
"35","..data.articles.Considering.regeneration.failure.in.the.context.of.changing.climate.and.disturbance.regimes.in.western.North.America.pdf","human",6,5731
"36","..data.articles.Critical.Geoarchaeology_.From.Depositional.Processes.to.the.Sociopolitics.of.Earthen.Life.pdf","human",79,5731
"37","..data.articles.CURRENT.UNCERTAINTIES.IN.ASSESSING.AEROSOL.EFFECTS.ON.CLIMATE.pdf","human",11,5731
"38","..data.articles.Current.Wildland.Fire.Patterns.and.Challenges.in.Europe_.A.Synthesis.of.National.Perspectives.pdf","human",32,5731
"39","..data.articles.Degradation.and.Recovery.in.Changing.Forest.Landscapes_.A.Multiscale.Conceptual.Framework.pdf","human",41,5731
"40","..data.articles.Demographic.Transitions.and.Modernity.pdf","human",12,5731
"41","..data.articles.Denitrification..Anammox..and.N2.Production.in.Marine.Sediments.pdf","human",0,5731
"42","..data.articles.Designer.Ecosystems_.Incorporating.Design.Approaches.into.Applied.Ecology.pdf","human",71,5731
"43","..data.articles.Disturbance..Complexity..Scale_.New.Approaches.to.the.Study.of.Human.Environment.Interactions.pdf","human",73,5731
"44","..data.articles.Drought.and.Fire.in.the.Western.USA_.Is.Climate.Attribution.Enough_.pdf","human",30,5731
"45","..data.articles.Droughts..Wildfires..and.Forest.Carbon.Cycling_.A.Pantropical.Synthesis.pdf","human",6,5731
"46","..data.articles.Dry.Deposition.of.Atmospheric.Aerosols_.Approaches..Observations..and.Mechanisms.pdf","human",5,5731
"47","..data.articles.Ecological.Mechanisms.Underlying.Arthropod.Species.Diversity.in.Grasslands.pdf","human",3,5731
"48","..data.articles.Ecology.and.evolution.of.pine.life.histories.pdf","human",1,5731
"49","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy..2..pdf","human",47,5731
"50","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy.pdf","human",47,5731
"51","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand.pdf","human",47,5731
"52","..data.articles.Economic.drivers.of.global.fire.activity_.A.critical.review.using.the.DPSIR.framework.pdf","human",53,5731
"53","..data.articles.Ecosystem.Services.from.Tropical.Forests_.Review.of.Current.Science.pdf","human",54,5731
"54","..data.articles.Effects.of.Evolution..Ecology..and.Economy.on.Human.Diet_.Insights.from.Hunter.Gatherers.and.Other.Small.Scale.Societies.pdf","human",52,5731
"55","..data.articles.Environmental.Security.and.the.Anthropocene_.Law..Criminology..and.International.Relations.pdf","human",86,5731
"56","..data.articles.Ever.Since.Owen_.Changing.Perspectives.on.the.Early.Evolution.of.Tetrapods.pdf","human",0,5731
"57","..data.articles.Evolution.in.the.Anthropocene_.Informing.Governance.and.Policy.pdf","human",67,5731
"58","..data.articles.Evolutionary.Ecology.of.Fire.pdf","human",12,5731
"59","..data.articles.Evolutionary.Legacy.Effects.on.Ecosystems_.Biogeographic.Origins..Plant.Traits..and.Implications.for.Management.in.the.Era.of.Global.Change.pdf","human",13,5731
"60","..data.articles.Fire.in.Mediterranean.Climate.Ecosystems.A.Comparative.Overview.pdf","human",3,5731
"61","..data.articles.Fire.smart.management.of.forest.landscapes.in.the.Mediterranean.basin.under.global.change.pdf","human",3,5731
"62","..data.articles.Fire.vegetation.interactions.during.the.last.11.000.years.in.boreal.and.cold.temperate.forests.of.Fennoscandia.pdf","human",7,5731
"63","..data.articles.Fire.induced.deforestation.in.drought.prone.Mediterranean.forests_.drivers.and.unknowns.from.leaves.to.communities.pdf","human",3,5731
"64","..data.articles.Fire.vegetation.feedbacks.and.alternative.states_.common.mechanisms.of.temperate.forest.vulnerabilit.pdf","human",31,5731
"65","..data.articles.Fire.as.a.Fundamental.Ecological.Process_.Research.Advances.and.Frontiers.pdf","human",40,5731
"66","..data.articles.Fire.effects.on.soils_.the.human.dimension.pdf","human",63,5731
"67","..data.articles.Fire.in.the.Earth.System.pdf","human",15,5731
"68","..data.articles.Fire.performance.of.timber.review.for.use.in.wildland.urban.interfaces.pdf","human",0,5731
"69","..data.articles.Fire..grazing.and.the.evolution.of.New.Zealand.grasses.pdf","human",10,5731
"70","..data.articles.Fire..herbivores.and.the.management.of.temperate.Eucalyptus.savanna.in.Tasmania_.Introducing.the.Beaufront.fire...mammalian.herbivore.field.experiment.pdf","human",4,5731
"71","..data.articles.Fires.and.rates.of.change.in.the.temperate.rainforests.of.northwestern.Patagonia.since...x223C.18.ka.pdf","human",59,5731
"72","..data.articles.Fires.in.the.Cenozoic_.a.late.flowering.of.flammable.ecosystems.pdf","human",1,5731
"73","..data.articles.firesincoastal.pdf","human",20,5731
"74","..data.articles.fourthbudget_supporting_research_reviewofclimatescience_developements_since_ippc_ar4.libre.pdf","human",61,5731
"75","..data.articles.G__Journals_Client.07_WF_18.5._Pagination_Tex_WF08187.dvi.pdf","human",53,5731
"76","..data.articles.Gender.in.African.Population.Research_.The.Fertility_Reproductive.Health.Example.pdf","human",4,5731
"77","..data.articles.Global.Biodiversity.Change_.The.Bad..the.Good..and.the.Unknown.pdf","human",63,5731
"78","..data.articles.Global.Biogeochemical.Cycling.of.Mercury_.A.Review.pdf","human",30,5731
"79","..data.articles.Global.Climate.Forcing.by.Criteria.Air.Pollutants.pdf","human",20,5731
"80","..data.articles.Global.Environmental.Change.and.Noncommunicable.Disease.Risks.pdf","human",32,5731
"81","..data.articles.Global.footprints.of.dansgaard.oeschger.oscillations.in.a.GCM.pdf","human",0,5731
"82","..data.articles.Global.State.of.Biodiversity.and.Loss.pdf","human",37,5731
"83","..data.articles.Global.Wildland.Fire.Management.Research.Needs.pdf","human",16,5731
"84","..data.articles.Have.plants.evolved.to.self.immolate_.pdf","human",3,5731
"85","..data.articles.Historical.pyrogeography.of.Texas..USA.pdf","human",7,5731
"86","..data.articles.Holocene.changes.in.fire.frequency.in.the.Daihai.Lake.region..north.central.China._.indications.and.implications.for.an.important.role.of.human.activity.pdf","human",48,5731
"87","..data.articles.How.Does.Fire.Suppression.Alter.the.Wildfire.Regime.A.Systematic.Review.pdf","human",15,5731
"88","..data.articles.How.Was.the.Australian.Flora.Assembled.Over.the.Last.65.Million.Years_.A.Molecular.Phylogenetic.Perspective.pdf","human",2,5731
"89","..data.articles.Human.caused.fire.occurrence.modelling.in.perspective_.a.review.pdf","human",73,5731
"90","..data.articles.Human.Appropriation.of.Net.Primary.Production_.Patterns..Trends..and.Planetary.Boundaries.pdf","human",178,5731
"91","..data.articles.Human.Impacts.in.Pine.Forests_.Past..Present..and.Future.pdf","human",53,5731
"92","..data.articles.Human.Pyrogeography_.A.New.Synergy.of.Fire..Climate.and.People.is.Reshaping.Ecosystems.across.the.Globe.pdf","human",118,5731
"93","..data.articles.Humans.and.fire_.Changing.relations.in.early.agricultural.and.built.environments.in.the.Zagros..Iran..Iraq.pdf","human",59,5731
"94","..data.articles.Integrating.Economic.Land.Use.and.Biophysical.Models.pdf","human",7,5731
"95","..data.articles.Interactions.Among.Invasive.Plants_.Lessons.from.Hawai.i.pdf","human",4,5731
"96","..data.articles.Invasiveness..Monitoring.and.Control.of.Hakea.sericea.A.Systematic.Review.pdf","human",5,5731
"97","..data.articles.Island.Biodiversity.in.the.Anthropocene.pdf","human",85,5731
"98","..data.articles.Justice.and.Future.Generations.pdf","human",19,5731
"99","..data.articles.Land.Use.and.Ecological.Change_.A.12.000.Year.History.pdf","human",96,5731
"100","..data.articles.Land.Use.and.Wildfire_.A.Review.of.Local.Interactions.and.Teleconnections.pdf","human",28,5731
"101","..data.articles.Landscape.Ecology.A.Helicopter.View.pdf","human",21,5731
"102","..data.articles.Late.glacial.and.Holocene.records.of.fire.and.vegetation.from.Cradle.Mountain.National.Park..Tasmania..Australia.pdf","human",28,5731
"103","..data.articles.Locally.Based..Regionally.Manifested..and.Globally.Relevant_.Indigenous.and.Local.Knowledge..Values..and.Practices.for.Nature.pdf","human",32,5731
"104","..data.articles.martin.2016.at.the.nexus.of.fire.water.and.society.pdf","human",9,5731
"105","..data.articles.Mechanisms.of.Fire.Seasonality.Effects.on.Plant.Populations.pdf","human",10,5731
"106","..data.articles.Mediterranean.Biomes_.Evolution.of.Their.Vegetation..Floras..and.Climate.pdf","human",2,5731
"107","..data.articles.Mid.Cretaceous.Hothouse.Climate.and.the.Expansion.of.Early.Angiosperms.pdf","human",0,5731
"108","..data.articles.Mobile.Worlds_.Choice.at.the.Intersection.of.Demographic.and.Environmental.Change.pdf","human",31,5731
"109","..data.articles.Mobilizing.the.past.to.shape.a.better.Anthropocene.pdf","human",54,5731
"110","..data.articles.Modelling.Human.Fire.Interactions.Combining.Alternative.Perspectives.and.Approaches.pdf","human",132,5731
"111","..data.articles.Multiple.Facets.of.Marine.Invertebrate.Conservation.Genomics.pdf","human",12,5731
"112","..data.articles.Museum.Genomics.pdf","human",30,5731
"113","..data.articles.Natural.population.die.offs_.causes.and.consequences.for.terrestrial.mammals.pdf","human",7,5731
"114","..data.articles.Nature.and.Climate.Effects.of.Individual.Tropospheric.Aerosol.Particles.pdf","human",2,5731
"115","..data.articles.Paleobiology.of.Herbivorous.Dinosaurs.pdf","human",0,5731
"116","..data.articles.Paleolithic.Archaeology.in.China.pdf","human",34,5731
"117","..data.articles.Peatlands.and.Global.Change_.Response.and.Resilience.pdf","human",26,5731
"118","..data.articles.Photorespiration.and.the.Evolution.of.C4.Photosynthesis.pdf","human",3,5731
"119","..data.articles.Plant.Evolution.and.Climate.Over.Geological.Timescales.pdf","human",1,5731
"120","..data.articles.Political.Theory.on.Climate.Change.pdf","human",33,5731
"121","..data.articles.Preindustrial.Human.Impacts.on.Global.and.Regional.Environment.pdf","human",123,5731
"122","..data.articles.Progress.in.Wilderness.Fire.Science.pdf","human",6,5731
"123","..data.articles.Promoting.Global.Population.Health.While.Constraining.the.Environmental.Footprint.pdf","human",79,5731
"124","..data.articles.psw_gtr247_01.pdf","human",34,5731
"125","..data.articles.pyrodiversity.is.the.coupling.of.biodiversity.and.fire.regimes.in.food.webs.pdf","human",27,5731
"126","..data.articles.Pyrodiversity.in.a.warming.world_.Research.challenges.and.opportunities.pdf","human",5,5731
"127","..data.articles.Pyrogeography.and.the.Global.Quest.for.Sustainable.Fire.Management.pdf","human",61,5731
"128","..data.articles.pyrosociality.pdf","human",39,5731
"129","..data.articles.Quaking.Aspen.in.the.Northern.Rockies.Retention.and.Restoration.pdf","human",0,5731
"130","..data.articles.Quaking.Aspen.in.the.Northern.Rockies.pdf","human",0,5731
"131","..data.articles.Recent.Advances.and.Remaining.Uncertainties.in.Resolving.pdf","human",55,5731
"132","..data.articles.Reconstruction.of.fire.regimes.through.integrated.paleoecological.proxy.data.and.ecological.modeling.pdf","human",30,5731
"133","..data.articles.Reducing.Emissions.from.Deforestation.and.Forest.Degradation.pdf","human",6,5731
"134","..data.articles.Regional.and.Global.Emissions.of.Air.Pollutants_.Recent.Trends.and.Future.Scenarios.pdf","human",8,5731
"135","..data.articles.Regulation.of.Seed.Germination.and.Seedling.Growth.by.Chemical.Signals.from.Burning.Vegetation.pdf","human",3,5731
"136","..data.articles.Representing.climate..disturbance..and.vegetation.interactions.in.landscape.models.pdf","human",4,5731
"137","..data.articles.Resprouting.as.a.key.functional.trait_.how.buds..protection.and.resources.drive.persistence.after.fire.pdf","human",0,5731
"138","..data.articles.Restoration.Ecology_.Interventionist.Approaches.for.Restoring.and.Maintaining.Ecosystem.Function.in.the.Face.of.Rapid.Environmental.Change.pdf","human",24,5731
"139","..data.articles.Review.of.driving.factors.for.land.degradation.and.restoration.based.on.IPBES.pdf","human",4,5731
"140","..data.articles.Reviewing.Fire..Climate..Deer..and.Foundation.Species.as.Drivers.of.Historically.Open.Oak.and.Pine.Forests.and.Transition.to.Closed.Forests.pdf","human",14,5731
"141","..data.articles.Revisiting.Wildland.Fire.Fuel.Quantification.Methods_.The.Challenge.of.Understanding.a.Dynamic..Biotic.Entity.pdf","human",3,5731
"142","..data.articles.Rewilding_.Science..Practice..and.Politics.pdf","human",41,5731
"143","..data.articles.roos.et.al.2016.living.on.a.flammable.planet.interdisciplinary.cross.scalar.and.varied.cultural.lessons.prospects.and.pdf","human",43,5731
"144","..data.articles.Shepherding.for.Wildfire.Adaptation.pdf","human",8,5731
"145","..data.articles.Soothsaying.DOM.pdf","human",1,5731
"146","..data.articles.Spatiotemporal.Data.Mining.Problems.and.Methods.pdf","human",11,5731
"147","..data.articles.Species.distribution.models.pdf","human",0,5731
"148","..data.articles.Supplementation.and.sustainable.grazing.systems.pdf","human",1,5731
"149","..data.articles.targeted_words_plot.pdf","human",1,5731
"150","..data.articles.Terrestrial.Vegetation.in.the.Coupled.Human.Earth.System_.Contributions.of.Remote.Sensing.pdf","human",65,5731
"151","..data.articles.The.biogeochemical.consequences.of.late.Holocene.wildfires.in.three.subalpine.lakes.from.northern.Colorado.pdf","human",13,5731
"152","..data.articles.The.co.evolution.of.life.and.organics.on.earth_.Expansions.of.energy.harnessing.pdf","human",18,5731
"153","..data.articles.The.Concept.of.the.Anthropocene.pdf","human",203,5731
"154","..data.articles.The.current.state.of.CO2.flux.chamber.studies.in.the.Arctic.tundra.pdf","human",0,5731
"155","..data.articles.The.discovery.of.fire.by.humans.pdf","human",93,5731
"156","..data.articles.The.Early.Origins.of.Terrestrial.C4.Photosynthesis.pdf","human",1,5731
"157","..data.articles.The.Environmental.Reach.of.Asia.pdf","human",15,5731
"158","..data.articles.The.long.term.impacts.of.climate.and.fire.on.catchment.processes.and.aquatic.ecosystem.response.in.Tasmania..Australia.pdf","human",7,5731
"159","..data.articles.The.Politics.of.the.Anthropogenic.pdf","human",71,5731
"160","..data.articles.The.Pyrogenic.Carbon.Cycle.pdf","human",17,5731
"161","..data.articles.The.pyrohealth.transition_.how.combustion.emissions.have.shaped.health.through.human.history.pdf","human",49,5731
"162","..data.articles.The.Role.of.Behavior.in.the.Evolution.of.Spiders..Silks..and.Webs.pdf","human",2,5731
"163","..data.articles.The.scientific.value.of.fire.in.wilderness.pdf","human",4,5731
"164","..data.articles.Tools.for.Assessing.the.Impacts.of.Climate.Variability.and.Change.on.Wildfire.Regimes.in.Forests.pdf","human",12,5731
"165","..data.articles.total_counts_of_targeted_words.pdf","human",1,5731
"166","..data.articles.Traditional.fire.use..landscape.transition..and.the.legacies.of.social.theory.past.pdf","human",142,5731
"167","..data.articles.Traditional.Fire.Knowledge.pdf","human",16,5731
"168","..data.articles.Transformative.Environmental.Governance.pdf","human",30,5731
"169","..data.articles.Transgressing.Time_.Archaeological.Evidence.in_of.the.Anthropocene.pdf","human",110,5731
"170","..data.articles.Tropical.Forests.in.the.Anthropocene.pdf","human",68,5731
"171","..data.articles.Understanding.Fire.Regimes.for.a.Better.Anthropocene.pdf","human",113,5731
"172","..data.articles.Understanding.the.long.term.impact.of.prescribed.burning.in.mediterranean.climate.biodiversity.hotspots..with.a.focus.on.south.western.Australia.pdf","human",14,5731
"173","..data.articles.Urbanism.and.Anthropogenic.Landscapes.pdf","human",39,5731
"174","..data.articles.Using.MODIS.data.to.analyse.post.fire.vegetation.recovery.in.Australian.eucalypt.forests.pdf","human",0,5731
"175","..data.articles.Vegetation.fires.in.the.Anthropocene.pdf","human",52,5731
"176","..data.articles.What.Limits.Trees.in.C4.Grasslands.and.Savannas_.pdf","human",3,5731
"177","..data.articles.Wildfire.Prediction.to.Inform.Fire.Management_.Statistical.Science.Challenges.pdf","human",9,5731
"178","..data.articles.Wildland.fire.risk.research.in.Canada.pdf","human",72,5731
"179","..data.articles.Will.landscape.fire.increase.in.the.future_.A.systems.approach.to.climate..fire..fuel..and.human.drivers.pdf","human",74,5731
"180","..data.articles.12.000.Years.of.fire.regime.drivers.in.pdf","fire",26,29643
"181","..data.articles.2022.12.30.NW.Biomes.to.Anthromes.Technical.Paper.pdf","fire",215,29643
"182","..data.articles.A.450.Million.Year.History.of.Fire.pdf","fire",247,29643
"183","..data.articles.A.new.Dead.Sea.pollen.record.reveals.the.last.glacial.paleoenvironment.of.the.southern.Levant.pdf","fire",3,29643
"184","..data.articles.A.Novel.Approach.to.Carrying.Capacity_.From.a.priori.Prescription.to.a.posteriori.Derivation.Based.on.Underlying.Mechanisms.and.Dynamics.pdf","fire",1,29643
"185","..data.articles.A.review.of.challenges.to.determining.and.demonstrating.efficiency.of.large.fire.management.pdf","fire",415,29643
"186","..data.articles.A.systematic.review.of.factors.affecting.wildlife.survival.during.rehabilitation.and.release.pdf","fire",18,29643
"187","..data.articles.A.review.of.study.methods.and.progress.on.hominid.use.of.fire.pdf","fire",0,29643
"188","..data.articles.Adaptation.Strategies.and.Approaches.for.Managing.Fire.in.a.Changing.Climate.pdf","fire",728,29643
"189","..data.articles.Aerosol.Impacts.on.Climate.and.Biogeochemistry.pdf","fire",3,29643
"190","..data.articles.An.Overview.of.Forest.Fire.Regimes.and.Their.Constitution.Basis.pdf","fire",65,29643
"191","..data.articles.Anthropology.and.the.Anthropocene_.Criticisms..Experiments..and.Collaborations.pdf","fire",9,29643
"192","..data.articles.archibald.2016.managing.the.human.component.of.fire.regimes.lessons.from.africa.pdf","fire",308,29643
"193","..data.articles.Assessing.Landscape.Vulnerability.to.Wildfire.in.the.USA.pdf","fire",397,29643
"194","..data.articles.Astrobiology_.The.Study.of.the.Living.Universe.pdf","fire",2,29643
"195","..data.articles.Broad.Scale.Monitoring.of.Live.Fuel.Moisture.pdf","fire",97,29643
"196","..data.articles.Can.trophic.rewilding.reduce.the.impact.pdf","fire",180,29643
"197","..data.articles.Centering.Indigenous.Voices_.The.Role.of.Fire.in.the.Boreal.Forest.of.North.America.pdf","fire",357,29643
"198","..data.articles.Changing.fire.regimes.in.East.and.Southern.Africa.s.savanna.protected.areas_.opportunities.and.challenges.for.indigenous.led.savanna.burning.emissions.abatement.schemes.pdf","fire",299,29643
"199","..data.articles.Climate.vegetation.fire.interactions.and.feedbacks_.trivial.detail.or.major.barrier.to.projecting.the.future.of.the.Earth.system_.pdf","fire",60,29643
"200","..data.articles.Climate.Adaptation.of.Tropical.Cattle.pdf","fire",0,29643
"201","..data.articles.Climate.and.wildfires.in.the.North.American.boreal.forest.pdf","fire",244,29643
"202","..data.articles.Climate.Change.and.Forests.pdf","fire",28,29643
"203","..data.articles.Climate.Change.and.Future.Fire.Regimes_.Examples.from.California.pdf","fire",315,29643
"204","..data.articles.Climate.change.impact.on.future.wildfire.danger.and.activity.in.southern.Europe_.a.review.pdf","fire",597,29643
"205","..data.articles.Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","fire",12,29643
"206","..data.articles.Climate.change..extreme.weather.events.pdf","fire",58,29643
"207","..data.articles.CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","fire",47,29643
"208","..data.articles.Climate.Extremes.and.Compound.Hazards.in.a.Warming.World.pdf","fire",89,29643
"209","..data.articles.Climate.influences.on.future.fire.severity_.a.synthesis.of.climate.fire.interactions.and.impacts.on.fire.regimes..high.severity.fire..and.forests.in.the.western.United.States.pdf","fire",575,29643
"210","..data.articles.Climate..Environment..and.Disturbance.History.Govern.Resilience.of.Western.North.American.Forests.pdf","fire",631,29643
"211","..data.articles.Coexisting.with.wildfire_.Achievements.and.challenges.for.a.radical.social.ecological.transformation.in.Catalonia..Spain..pdf","fire",91,29643
"212","..data.articles.Comparison.of.Wildfire.Meteorology.and.Climate.at.the.Adriatic.Coast.and.Southeast.Australia.pdf","fire",732,29643
"213","..data.articles.Consequences.of.climate.change.pdf","fire",3,29643
"214","..data.articles.Considering.regeneration.failure.in.the.context.of.changing.climate.and.disturbance.regimes.in.western.North.America.pdf","fire",53,29643
"215","..data.articles.Critical.Geoarchaeology_.From.Depositional.Processes.to.the.Sociopolitics.of.Earthen.Life.pdf","fire",0,29643
"216","..data.articles.CURRENT.UNCERTAINTIES.IN.ASSESSING.AEROSOL.EFFECTS.ON.CLIMATE.pdf","fire",4,29643
"217","..data.articles.Current.Wildland.Fire.Patterns.and.Challenges.in.Europe_.A.Synthesis.of.National.Perspectives.pdf","fire",661,29643
"218","..data.articles.Degradation.and.Recovery.in.Changing.Forest.Landscapes_.A.Multiscale.Conceptual.Framework.pdf","fire",33,29643
"219","..data.articles.Demographic.Transitions.and.Modernity.pdf","fire",0,29643
"220","..data.articles.Denitrification..Anammox..and.N2.Production.in.Marine.Sediments.pdf","fire",0,29643
"221","..data.articles.Designer.Ecosystems_.Incorporating.Design.Approaches.into.Applied.Ecology.pdf","fire",1,29643
"222","..data.articles.Disturbance..Complexity..Scale_.New.Approaches.to.the.Study.of.Human.Environment.Interactions.pdf","fire",35,29643
"223","..data.articles.Drought.and.Fire.in.the.Western.USA_.Is.Climate.Attribution.Enough_.pdf","fire",310,29643
"224","..data.articles.Droughts..Wildfires..and.Forest.Carbon.Cycling_.A.Pantropical.Synthesis.pdf","fire",178,29643
"225","..data.articles.Dry.Deposition.of.Atmospheric.Aerosols_.Approaches..Observations..and.Mechanisms.pdf","fire",3,29643
"226","..data.articles.Ecological.Mechanisms.Underlying.Arthropod.Species.Diversity.in.Grasslands.pdf","fire",9,29643
"227","..data.articles.Ecology.and.evolution.of.pine.life.histories.pdf","fire",216,29643
"228","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy..2..pdf","fire",440,29643
"229","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy.pdf","fire",440,29643
"230","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand.pdf","fire",440,29643
"231","..data.articles.Economic.drivers.of.global.fire.activity_.A.critical.review.using.the.DPSIR.framework.pdf","fire",454,29643
"232","..data.articles.Ecosystem.Services.from.Tropical.Forests_.Review.of.Current.Science.pdf","fire",103,29643
"233","..data.articles.Effects.of.Evolution..Ecology..and.Economy.on.Human.Diet_.Insights.from.Hunter.Gatherers.and.Other.Small.Scale.Societies.pdf","fire",6,29643
"234","..data.articles.Environmental.Security.and.the.Anthropocene_.Law..Criminology..and.International.Relations.pdf","fire",0,29643
"235","..data.articles.Ever.Since.Owen_.Changing.Perspectives.on.the.Early.Evolution.of.Tetrapods.pdf","fire",0,29643
"236","..data.articles.Evolution.in.the.Anthropocene_.Informing.Governance.and.Policy.pdf","fire",2,29643
"237","..data.articles.Evolutionary.Ecology.of.Fire.pdf","fire",455,29643
"238","..data.articles.Evolutionary.Legacy.Effects.on.Ecosystems_.Biogeographic.Origins..Plant.Traits..and.Implications.for.Management.in.the.Era.of.Global.Change.pdf","fire",22,29643
"239","..data.articles.Fire.in.Mediterranean.Climate.Ecosystems.A.Comparative.Overview.pdf","fire",171,29643
"240","..data.articles.Fire.smart.management.of.forest.landscapes.in.the.Mediterranean.basin.under.global.change.pdf","fire",53,29643
"241","..data.articles.Fire.vegetation.interactions.during.the.last.11.000.years.in.boreal.and.cold.temperate.forests.of.Fennoscandia.pdf","fire",27,29643
"242","..data.articles.Fire.induced.deforestation.in.drought.prone.Mediterranean.forests_.drivers.and.unknowns.from.leaves.to.communities.pdf","fire",693,29643
"243","..data.articles.Fire.vegetation.feedbacks.and.alternative.states_.common.mechanisms.of.temperate.forest.vulnerabilit.pdf","fire",26,29643
"244","..data.articles.Fire.as.a.Fundamental.Ecological.Process_.Research.Advances.and.Frontiers.pdf","fire",766,29643
"245","..data.articles.Fire.effects.on.soils_.the.human.dimension.pdf","fire",302,29643
"246","..data.articles.Fire.in.the.Earth.System.pdf","fire",151,29643
"247","..data.articles.Fire.performance.of.timber.review.for.use.in.wildland.urban.interfaces.pdf","fire",186,29643
"248","..data.articles.Fire..grazing.and.the.evolution.of.New.Zealand.grasses.pdf","fire",68,29643
"249","..data.articles.Fire..herbivores.and.the.management.of.temperate.Eucalyptus.savanna.in.Tasmania_.Introducing.the.Beaufront.fire...mammalian.herbivore.field.experiment.pdf","fire",111,29643
"250","..data.articles.Fires.and.rates.of.change.in.the.temperate.rainforests.of.northwestern.Patagonia.since...x223C.18.ka.pdf","fire",13,29643
